products pairs;sales num;support
('dessert', 'candy');14;0.0014
('dessert', 'frozen meals');18;0.0018
('dessert', 'misc. beverages');15;0.0015
('dessert', 'oil');21;0.0021
('dessert', 'butter milk');28;0.0028
('dessert', 'specialty bar');14;0.0014
('dessert', 'ham');27;0.0027
('dessert', 'beverages');12;0.0012
('dessert', 'meat');12;0.0012
('dessert', 'ice cream');12;0.0012
('dessert', 'hard cheese');11;0.0011
('dessert', 'sliced cheese');21;0.0021
('dessert', 'cat food');17;0.0017
('dessert', 'grapes');13;0.0013
('dessert', 'chewing gum');8;0.0008
('dessert', 'detergent');11;0.0011
('dessert', 'red/blush wine');6;0.0006
('dessert', 'white wine');7;0.0007
('dessert', 'pickled vegetables');16;0.0016
('dessert', 'baking powder');6;0.0006
('dessert', 'semi-finished bread');10;0.001
('dessert', 'dishes');10;0.001
('dessert', 'flour');11;0.0011
('dessert', 'potted plants');5;0.0005
('dessert', 'soft cheese');18;0.0018
('dessert', 'processed cheese');11;0.0011
('dessert', 'herbs');6;0.0006
('dessert', 'pasta');14;0.0014
('dessert', 'canned fish');10;0.001
('dessert', 'seasonal products');15;0.0015
('dessert', 'cake bar');19;0.0019
('dessert', 'packaged fruit/vegetables');10;0.001
('dessert', 'mustard');9;0.0009
('dessert', 'frozen fish');5;0.0005
('dessert', 'cling film/bags');8;0.0008
('dessert', 'spread cheese');7;0.0007
('dessert', 'liquor');1;0.0001
('dessert', 'salt');8;0.0008
('dessert', 'frozen dessert');8;0.0008
('dessert', 'canned vegetables');11;0.0011
('dessert', 'dish cleaner');5;0.0005
('dessert', 'flower (seeds)');8;0.0008
('dessert', 'roll products');4;0.0004
('dessert', 'condensed milk');5;0.0005
('dessert', 'pet care');2;0.0002
('dessert', 'photo/film');2;0.0002
('dessert', 'mayonnaise');8;0.0008
('dessert', 'chocolate marshmallow');7;0.0007
('dessert', 'sweet spreads');5;0.0005
('dessert', 'candles');9;0.0009
('dessert', 'specialty cheese');4;0.0004
('dessert', 'dog food');3;0.0003
('dessert', 'frozen potato products');6;0.0006
('dessert', 'house keeping products');3;0.0003
('dessert', 'turkey');3;0.0003
('dessert', 'Instant food products');4;0.0004
('dessert', 'liquor (appetizer)');1;0.0001
('dessert', 'rice');7;0.0007
('dessert', 'instant coffee');4;0.0004
('dessert', 'popcorn');8;0.0008
('dessert', 'zwieback');2;0.0002
('dessert', 'soups');2;0.0002
('dessert', 'finished products');4;0.0004
('dessert', 'vinegar');2;0.0002
('dessert', 'female sanitary products');3;0.0003
('dessert', 'kitchen towels');5;0.0005
('dessert', 'dental care');6;0.0006
('dessert', 'cereals');4;0.0004
('dessert', 'sparkling wine');0;0.0
('dessert', 'sauces');5;0.0005
('dessert', 'softener');4;0.0004
('dessert', 'jam');2;0.0002
('dessert', 'spices');6;0.0006
('dessert', 'curd cheese');2;0.0002
('dessert', 'liver loaf');3;0.0003
('dessert', 'cleaner');6;0.0006
('dessert', 'male cosmetics');3;0.0003
('dessert', 'rum');2;0.0002
('dessert', 'ketchup');3;0.0003
('dessert', 'meat spreads');2;0.0002
('dessert', 'brandy');0;0.0
('dessert', 'light bulbs');4;0.0004
('dessert', 'tea');5;0.0005
('dessert', 'specialty fat');4;0.0004
('dessert', 'abrasive cleaner');2;0.0002
('dessert', 'skin care');3;0.0003
('dessert', 'nuts/prunes');1;0.0001
('dessert', 'syrup');3;0.0003
('dessert', 'canned fruit');5;0.0005
('dessert', 'artif. sweetener');3;0.0003
('dessert', 'nut snack');3;0.0003
('dessert', 'snack products');1;0.0001
('dessert', 'fish');2;0.0002
('dessert', 'potato products');3;0.0003
('dessert', 'bathroom cleaner');1;0.0001
('dessert', 'cookware');1;0.0001
('dessert', 'soap');0;0.0
('dessert', 'cooking chocolate');1;0.0001
('dessert', 'pudding powder');2;0.0002
('dessert', 'tidbits');2;0.0002
('dessert', 'organic sausage');1;0.0001
('dessert', 'cocoa drinks');1;0.0001
('dessert', 'prosecco');1;0.0001
('dessert', 'flower soil/fertilizer');3;0.0003
('dessert', 'ready soups');2;0.0002
('dessert', 'specialty vegetables');2;0.0002
('dessert', 'organic products');0;0.0
('dessert', 'honey');1;0.0001
('dessert', 'decalcifier');0;0.0
('dessert', 'cream');0;0.0
('dessert', 'frozen fruits');0;0.0
('dessert', 'hair spray');0;0.0
('dessert', 'rubbing alcohol');0;0.0
('dessert', 'liqueur');0;0.0
('dessert', 'whisky');1;0.0001
('dessert', 'salad dressing');0;0.0
('dessert', 'make up remover');0;0.0
('dessert', 'toilet cleaner');2;0.0002
('dessert', 'frozen chicken');1;0.0001
('dessert', 'baby cosmetics');1;0.0001
('dessert', 'bags');0;0.0
('dessert', 'kitchen utensil');0;0.0
('dessert', 'preservation products');0;0.0
('dessert', 'baby food');1;0.0001
('dessert', 'sound storage medium');0;0.0
('sugar', 'UHT-milk');22;0.0022
('sugar', 'berries');22;0.0022
('sugar', 'hamburger meat');19;0.0019
('sugar', 'hygiene articles');26;0.0026
('sugar', 'onions');17;0.0017
('sugar', 'specialty chocolate');6;0.0006
('sugar', 'candy');16;0.0016
('sugar', 'frozen meals');9;0.0009
('sugar', 'misc. beverages');10;0.001
('sugar', 'oil');22;0.0022
('sugar', 'butter milk');13;0.0013
('sugar', 'specialty bar');8;0.0008
('sugar', 'ham');18;0.0018
('sugar', 'beverages');9;0.0009
('sugar', 'meat');11;0.0011
('sugar', 'ice cream');12;0.0012
('sugar', 'hard cheese');17;0.0017
('sugar', 'sliced cheese');14;0.0014
('sugar', 'cat food');16;0.0016
('sugar', 'grapes');10;0.001
('sugar', 'chewing gum');11;0.0011
('sugar', 'detergent');7;0.0007
('sugar', 'red/blush wine');5;0.0005
('sugar', 'white wine');5;0.0005
('sugar', 'pickled vegetables');6;0.0006
('sugar', 'baking powder');32;0.0033
('sugar', 'semi-finished bread');7;0.0007
('sugar', 'dishes');11;0.0011
('sugar', 'flour');49;0.005
('sugar', 'potted plants');7;0.0007
('sugar', 'soft cheese');11;0.0011
('sugar', 'processed cheese');11;0.0011
('sugar', 'herbs');3;0.0003
('sugar', 'pasta');11;0.0011
('sugar', 'canned fish');10;0.001
('sugar', 'seasonal products');4;0.0004
('sugar', 'cake bar');6;0.0006
('sugar', 'packaged fruit/vegetables');8;0.0008
('sugar', 'mustard');7;0.0007
('sugar', 'frozen fish');12;0.0012
('sugar', 'cling film/bags');9;0.0009
('sugar', 'spread cheese');4;0.0004
('sugar', 'liquor');2;0.0002
('sugar', 'salt');18;0.0018
('sugar', 'frozen dessert');9;0.0009
('sugar', 'canned vegetables');5;0.0005
('sugar', 'dish cleaner');8;0.0008
('sugar', 'flower (seeds)');2;0.0002
('sugar', 'roll products');13;0.0013
('sugar', 'condensed milk');10;0.001
('sugar', 'pet care');4;0.0004
('sugar', 'photo/film');2;0.0002
('sugar', 'mayonnaise');6;0.0006
('sugar', 'chocolate marshmallow');7;0.0007
('sugar', 'sweet spreads');5;0.0005
('sugar', 'candles');8;0.0008
('sugar', 'specialty cheese');2;0.0002
('sugar', 'dog food');3;0.0003
('sugar', 'frozen potato products');1;0.0001
('sugar', 'house keeping products');6;0.0006
('sugar', 'turkey');2;0.0002
('sugar', 'Instant food products');5;0.0005
('sugar', 'liquor (appetizer)');1;0.0001
('sugar', 'rice');12;0.0012
('sugar', 'instant coffee');4;0.0004
('sugar', 'popcorn');5;0.0005
('sugar', 'zwieback');2;0.0002
('sugar', 'soups');10;0.001
('sugar', 'finished products');2;0.0002
('sugar', 'vinegar');6;0.0006
('sugar', 'female sanitary products');1;0.0001
('sugar', 'kitchen towels');5;0.0005
('sugar', 'dental care');2;0.0002
('sugar', 'cereals');7;0.0007
('sugar', 'sparkling wine');1;0.0001
('sugar', 'sauces');5;0.0005
('sugar', 'softener');1;0.0001
('sugar', 'jam');6;0.0006
('sugar', 'spices');1;0.0001
('sugar', 'curd cheese');5;0.0005
('sugar', 'liver loaf');3;0.0003
('sugar', 'cleaner');4;0.0004
('sugar', 'male cosmetics');2;0.0002
('sugar', 'rum');2;0.0002
('sugar', 'ketchup');5;0.0005
('sugar', 'meat spreads');4;0.0004
('sugar', 'brandy');0;0.0
('sugar', 'light bulbs');4;0.0004
('sugar', 'tea');2;0.0002
('sugar', 'specialty fat');5;0.0005
('sugar', 'abrasive cleaner');3;0.0003
('sugar', 'skin care');5;0.0005
('sugar', 'nuts/prunes');0;0.0
('sugar', 'syrup');1;0.0001
('sugar', 'canned fruit');2;0.0002
('sugar', 'artif. sweetener');3;0.0003
('sugar', 'nut snack');1;0.0001
('sugar', 'snack products');2;0.0002
('sugar', 'fish');2;0.0002
('sugar', 'potato products');0;0.0
('sugar', 'bathroom cleaner');1;0.0001
('sugar', 'cookware');1;0.0001
('sugar', 'soap');2;0.0002
('sugar', 'cooking chocolate');2;0.0002
('sugar', 'pudding powder');4;0.0004
('sugar', 'tidbits');2;0.0002
('sugar', 'organic sausage');0;0.0
('sugar', 'cocoa drinks');3;0.0003
('sugar', 'prosecco');0;0.0
('sugar', 'flower soil/fertilizer');0;0.0
('sugar', 'ready soups');1;0.0001
('sugar', 'specialty vegetables');0;0.0
('sugar', 'organic products');1;0.0001
('sugar', 'honey');0;0.0
('sugar', 'decalcifier');3;0.0003
('sugar', 'cream');1;0.0001
('sugar', 'frozen fruits');1;0.0001
('sugar', 'hair spray');1;0.0001
('sugar', 'rubbing alcohol');0;0.0
('sugar', 'liqueur');0;0.0
('sugar', 'whisky');0;0.0
('sugar', 'salad dressing');0;0.0
('sugar', 'make up remover');1;0.0001
('sugar', 'toilet cleaner');0;0.0
('sugar', 'frozen chicken');0;0.0
('sugar', 'baby cosmetics');1;0.0001
('sugar', 'bags');0;0.0
('sugar', 'kitchen utensil');0;0.0
('sugar', 'preservation products');0;0.0
('sugar', 'baby food');0;0.0
('sugar', 'sound storage medium');0;0.0
('UHT-milk', 'berries');17;0.0017
('UHT-milk', 'hamburger meat');17;0.0017
('UHT-milk', 'hygiene articles');17;0.0017
('UHT-milk', 'onions');15;0.0015
('UHT-milk', 'specialty chocolate');9;0.0009
('UHT-milk', 'candy');12;0.0012
('UHT-milk', 'frozen meals');7;0.0007
('UHT-milk', 'misc. beverages');5;0.0005
('UHT-milk', 'oil');13;0.0013
('UHT-milk', 'butter milk');18;0.0018
('UHT-milk', 'specialty bar');13;0.0013
('UHT-milk', 'ham');11;0.0011
('UHT-milk', 'beverages');8;0.0008
('UHT-milk', 'meat');13;0.0013
('UHT-milk', 'ice cream');7;0.0007
('UHT-milk', 'hard cheese');11;0.0011
('UHT-milk', 'sliced cheese');10;0.001
('UHT-milk', 'cat food');15;0.0015
('UHT-milk', 'grapes');10;0.001
('UHT-milk', 'chewing gum');6;0.0006
('UHT-milk', 'detergent');6;0.0006
('UHT-milk', 'red/blush wine');5;0.0005
('UHT-milk', 'white wine');3;0.0003
('UHT-milk', 'pickled vegetables');14;0.0014
('UHT-milk', 'baking powder');9;0.0009
('UHT-milk', 'semi-finished bread');9;0.0009
('UHT-milk', 'dishes');6;0.0006
('UHT-milk', 'flour');6;0.0006
('UHT-milk', 'potted plants');8;0.0008
('UHT-milk', 'soft cheese');5;0.0005
('UHT-milk', 'processed cheese');7;0.0007
('UHT-milk', 'herbs');6;0.0006
('UHT-milk', 'pasta');10;0.001
('UHT-milk', 'canned fish');9;0.0009
('UHT-milk', 'seasonal products');6;0.0006
('UHT-milk', 'cake bar');10;0.001
('UHT-milk', 'packaged fruit/vegetables');6;0.0006
('UHT-milk', 'mustard');12;0.0012
('UHT-milk', 'frozen fish');6;0.0006
('UHT-milk', 'cling film/bags');8;0.0008
('UHT-milk', 'spread cheese');7;0.0007
('UHT-milk', 'liquor');0;0.0
('UHT-milk', 'salt');8;0.0008
('UHT-milk', 'frozen dessert');7;0.0007
('UHT-milk', 'canned vegetables');9;0.0009
('UHT-milk', 'dish cleaner');7;0.0007
('UHT-milk', 'flower (seeds)');4;0.0004
('UHT-milk', 'roll products');2;0.0002
('UHT-milk', 'condensed milk');9;0.0009
('UHT-milk', 'pet care');6;0.0006
('UHT-milk', 'photo/film');0;0.0
('UHT-milk', 'mayonnaise');8;0.0008
('UHT-milk', 'chocolate marshmallow');1;0.0001
('UHT-milk', 'sweet spreads');6;0.0006
('UHT-milk', 'candles');4;0.0004
('UHT-milk', 'specialty cheese');7;0.0007
('UHT-milk', 'dog food');3;0.0003
('UHT-milk', 'frozen potato products');4;0.0004
('UHT-milk', 'house keeping products');6;0.0006
('UHT-milk', 'turkey');5;0.0005
('UHT-milk', 'Instant food products');4;0.0004
('UHT-milk', 'liquor (appetizer)');5;0.0005
('UHT-milk', 'rice');2;0.0002
('UHT-milk', 'instant coffee');4;0.0004
('UHT-milk', 'popcorn');3;0.0003
('UHT-milk', 'zwieback');6;0.0006
('UHT-milk', 'soups');5;0.0005
('UHT-milk', 'finished products');1;0.0001
('UHT-milk', 'vinegar');4;0.0004
('UHT-milk', 'female sanitary products');4;0.0004
('UHT-milk', 'kitchen towels');4;0.0004
('UHT-milk', 'dental care');4;0.0004
('UHT-milk', 'cereals');2;0.0002
('UHT-milk', 'sparkling wine');2;0.0002
('UHT-milk', 'sauces');5;0.0005
('UHT-milk', 'softener');5;0.0005
('UHT-milk', 'jam');1;0.0001
('UHT-milk', 'spices');3;0.0003
('UHT-milk', 'curd cheese');1;0.0001
('UHT-milk', 'liver loaf');2;0.0002
('UHT-milk', 'cleaner');1;0.0001
('UHT-milk', 'male cosmetics');1;0.0001
('UHT-milk', 'rum');0;0.0
('UHT-milk', 'ketchup');4;0.0004
('UHT-milk', 'meat spreads');1;0.0001
('UHT-milk', 'brandy');4;0.0004
('UHT-milk', 'light bulbs');3;0.0003
('UHT-milk', 'tea');1;0.0001
('UHT-milk', 'specialty fat');3;0.0003
('UHT-milk', 'abrasive cleaner');0;0.0
('UHT-milk', 'skin care');1;0.0001
('UHT-milk', 'nuts/prunes');0;0.0
('UHT-milk', 'syrup');3;0.0003
('UHT-milk', 'canned fruit');2;0.0002
('UHT-milk', 'artif. sweetener');4;0.0004
('UHT-milk', 'nut snack');1;0.0001
('UHT-milk', 'snack products');1;0.0001
('UHT-milk', 'fish');2;0.0002
('UHT-milk', 'potato products');2;0.0002
('UHT-milk', 'bathroom cleaner');2;0.0002
('UHT-milk', 'cookware');1;0.0001
('UHT-milk', 'soap');0;0.0
('UHT-milk', 'cooking chocolate');0;0.0
('UHT-milk', 'pudding powder');2;0.0002
('UHT-milk', 'tidbits');0;0.0
('UHT-milk', 'organic sausage');1;0.0001
('UHT-milk', 'cocoa drinks');2;0.0002
('UHT-milk', 'prosecco');0;0.0
('UHT-milk', 'flower soil/fertilizer');0;0.0
('UHT-milk', 'ready soups');0;0.0
('UHT-milk', 'specialty vegetables');0;0.0
('UHT-milk', 'organic products');2;0.0002
('UHT-milk', 'honey');0;0.0
('UHT-milk', 'decalcifier');2;0.0002
('UHT-milk', 'cream');1;0.0001
('UHT-milk', 'frozen fruits');0;0.0
('UHT-milk', 'hair spray');0;0.0
('UHT-milk', 'rubbing alcohol');0;0.0
('UHT-milk', 'liqueur');0;0.0
('UHT-milk', 'whisky');0;0.0
('UHT-milk', 'salad dressing');1;0.0001
('UHT-milk', 'make up remover');0;0.0
('UHT-milk', 'toilet cleaner');1;0.0001
('UHT-milk', 'frozen chicken');0;0.0
('UHT-milk', 'baby cosmetics');0;0.0
('UHT-milk', 'bags');0;0.0
('UHT-milk', 'kitchen utensil');0;0.0
('UHT-milk', 'preservation products');0;0.0
('UHT-milk', 'baby food');0;0.0
('UHT-milk', 'sound storage medium');0;0.0
('berries', 'hamburger meat');16;0.0016
('berries', 'hygiene articles');21;0.0021
('berries', 'onions');15;0.0015
('berries', 'specialty chocolate');12;0.0012
('berries', 'candy');7;0.0007
('berries', 'frozen meals');12;0.0012
('berries', 'misc. beverages');10;0.001
('berries', 'oil');18;0.0018
('berries', 'butter milk');20;0.002
('berries', 'specialty bar');18;0.0018
('berries', 'ham');15;0.0015
('berries', 'beverages');12;0.0012
('berries', 'meat');17;0.0017
('berries', 'ice cream');6;0.0006
('berries', 'hard cheese');15;0.0015
('berries', 'sliced cheese');15;0.0015
('berries', 'cat food');14;0.0014
('berries', 'grapes');26;0.0026
('berries', 'chewing gum');4;0.0004
('berries', 'detergent');15;0.0015
('berries', 'red/blush wine');8;0.0008
('berries', 'white wine');6;0.0006
('berries', 'pickled vegetables');7;0.0007
('berries', 'baking powder');10;0.001
('berries', 'semi-finished bread');11;0.0011
('berries', 'dishes');6;0.0006
('berries', 'flour');9;0.0009
('berries', 'potted plants');12;0.0012
('berries', 'soft cheese');14;0.0014
('berries', 'processed cheese');7;0.0007
('berries', 'herbs');6;0.0006
('berries', 'pasta');6;0.0006
('berries', 'canned fish');7;0.0007
('berries', 'seasonal products');9;0.0009
('berries', 'cake bar');15;0.0015
('berries', 'packaged fruit/vegetables');14;0.0014
('berries', 'mustard');10;0.001
('berries', 'frozen fish');8;0.0008
('berries', 'cling film/bags');10;0.001
('berries', 'spread cheese');7;0.0007
('berries', 'liquor');6;0.0006
('berries', 'salt');4;0.0004
('berries', 'frozen dessert');3;0.0003
('berries', 'canned vegetables');3;0.0003
('berries', 'dish cleaner');6;0.0006
('berries', 'flower (seeds)');8;0.0008
('berries', 'roll products');8;0.0008
('berries', 'condensed milk');4;0.0004
('berries', 'pet care');6;0.0006
('berries', 'photo/film');1;0.0001
('berries', 'mayonnaise');7;0.0007
('berries', 'chocolate marshmallow');1;0.0001
('berries', 'sweet spreads');3;0.0003
('berries', 'candles');5;0.0005
('berries', 'specialty cheese');6;0.0006
('berries', 'dog food');3;0.0003
('berries', 'frozen potato products');4;0.0004
('berries', 'house keeping products');5;0.0005
('berries', 'turkey');3;0.0003
('berries', 'Instant food products');3;0.0003
('berries', 'liquor (appetizer)');2;0.0002
('berries', 'rice');3;0.0003
('berries', 'instant coffee');3;0.0003
('berries', 'popcorn');6;0.0006
('berries', 'zwieback');4;0.0004
('berries', 'soups');6;0.0006
('berries', 'finished products');3;0.0003
('berries', 'vinegar');3;0.0003
('berries', 'female sanitary products');3;0.0003
('berries', 'kitchen towels');3;0.0003
('berries', 'dental care');1;0.0001
('berries', 'cereals');5;0.0005
('berries', 'sparkling wine');1;0.0001
('berries', 'sauces');3;0.0003
('berries', 'softener');1;0.0001
('berries', 'jam');4;0.0004
('berries', 'spices');3;0.0003
('berries', 'curd cheese');3;0.0003
('berries', 'liver loaf');1;0.0001
('berries', 'cleaner');1;0.0001
('berries', 'male cosmetics');2;0.0002
('berries', 'rum');0;0.0
('berries', 'ketchup');2;0.0002
('berries', 'meat spreads');2;0.0002
('berries', 'brandy');1;0.0001
('berries', 'light bulbs');0;0.0
('berries', 'tea');2;0.0002
('berries', 'specialty fat');3;0.0003
('berries', 'abrasive cleaner');6;0.0006
('berries', 'skin care');3;0.0003
('berries', 'nuts/prunes');0;0.0
('berries', 'syrup');3;0.0003
('berries', 'canned fruit');2;0.0002
('berries', 'artif. sweetener');2;0.0002
('berries', 'nut snack');2;0.0002
('berries', 'snack products');1;0.0001
('berries', 'fish');4;0.0004
('berries', 'potato products');1;0.0001
('berries', 'bathroom cleaner');4;0.0004
('berries', 'cookware');1;0.0001
('berries', 'soap');2;0.0002
('berries', 'cooking chocolate');2;0.0002
('berries', 'pudding powder');0;0.0
('berries', 'tidbits');0;0.0
('berries', 'organic sausage');2;0.0002
('berries', 'cocoa drinks');0;0.0
('berries', 'prosecco');0;0.0
('berries', 'flower soil/fertilizer');0;0.0
('berries', 'ready soups');3;0.0003
('berries', 'specialty vegetables');3;0.0003
('berries', 'organic products');2;0.0002
('berries', 'honey');3;0.0003
('berries', 'decalcifier');1;0.0001
('berries', 'cream');0;0.0
('berries', 'frozen fruits');1;0.0001
('berries', 'hair spray');0;0.0
('berries', 'rubbing alcohol');2;0.0002
('berries', 'liqueur');0;0.0
('berries', 'whisky');0;0.0
('berries', 'salad dressing');0;0.0
('berries', 'make up remover');1;0.0001
('berries', 'toilet cleaner');0;0.0
('berries', 'frozen chicken');1;0.0001
('berries', 'baby cosmetics');0;0.0
('berries', 'bags');0;0.0
('berries', 'kitchen utensil');2;0.0002
('berries', 'preservation products');0;0.0
('berries', 'baby food');0;0.0
('berries', 'sound storage medium');0;0.0
('hamburger meat', 'hygiene articles');25;0.0025
('hamburger meat', 'onions');24;0.0024
('hamburger meat', 'specialty chocolate');11;0.0011
('hamburger meat', 'candy');8;0.0008
('hamburger meat', 'frozen meals');16;0.0016
('hamburger meat', 'misc. beverages');10;0.001
('hamburger meat', 'oil');18;0.0018
('hamburger meat', 'butter milk');14;0.0014
('hamburger meat', 'specialty bar');10;0.001
('hamburger meat', 'ham');12;0.0012
('hamburger meat', 'beverages');7;0.0007
('hamburger meat', 'meat');17;0.0017
('hamburger meat', 'ice cream');8;0.0008
('hamburger meat', 'hard cheese');20;0.002
('hamburger meat', 'sliced cheese');16;0.0016
('hamburger meat', 'cat food');16;0.0016
('hamburger meat', 'grapes');14;0.0014
('hamburger meat', 'chewing gum');7;0.0007
('hamburger meat', 'detergent');11;0.0011
('hamburger meat', 'red/blush wine');6;0.0006
('hamburger meat', 'white wine');7;0.0007
('hamburger meat', 'pickled vegetables');11;0.0011
('hamburger meat', 'baking powder');13;0.0013
('hamburger meat', 'semi-finished bread');8;0.0008
('hamburger meat', 'dishes');7;0.0007
('hamburger meat', 'flour');10;0.001
('hamburger meat', 'potted plants');9;0.0009
('hamburger meat', 'soft cheese');11;0.0011
('hamburger meat', 'processed cheese');8;0.0008
('hamburger meat', 'herbs');15;0.0015
('hamburger meat', 'pasta');27;0.0027
('hamburger meat', 'canned fish');10;0.001
('hamburger meat', 'seasonal products');5;0.0005
('hamburger meat', 'cake bar');9;0.0009
('hamburger meat', 'packaged fruit/vegetables');7;0.0007
('hamburger meat', 'mustard');8;0.0008
('hamburger meat', 'frozen fish');3;0.0003
('hamburger meat', 'cling film/bags');7;0.0007
('hamburger meat', 'spread cheese');7;0.0007
('hamburger meat', 'liquor');0;0.0
('hamburger meat', 'salt');5;0.0005
('hamburger meat', 'frozen dessert');3;0.0003
('hamburger meat', 'canned vegetables');16;0.0016
('hamburger meat', 'dish cleaner');12;0.0012
('hamburger meat', 'flower (seeds)');7;0.0007
('hamburger meat', 'roll products');10;0.001
('hamburger meat', 'condensed milk');2;0.0002
('hamburger meat', 'pet care');3;0.0003
('hamburger meat', 'photo/film');2;0.0002
('hamburger meat', 'mayonnaise');10;0.001
('hamburger meat', 'chocolate marshmallow');6;0.0006
('hamburger meat', 'sweet spreads');11;0.0011
('hamburger meat', 'candles');5;0.0005
('hamburger meat', 'specialty cheese');5;0.0005
('hamburger meat', 'dog food');4;0.0004
('hamburger meat', 'frozen potato products');6;0.0006
('hamburger meat', 'house keeping products');5;0.0005
('hamburger meat', 'turkey');5;0.0005
('hamburger meat', 'Instant food products');30;0.0031
('hamburger meat', 'liquor (appetizer)');1;0.0001
('hamburger meat', 'rice');10;0.001
('hamburger meat', 'instant coffee');5;0.0005
('hamburger meat', 'popcorn');7;0.0007
('hamburger meat', 'zwieback');2;0.0002
('hamburger meat', 'soups');7;0.0007
('hamburger meat', 'finished products');2;0.0002
('hamburger meat', 'vinegar');3;0.0003
('hamburger meat', 'female sanitary products');1;0.0001
('hamburger meat', 'kitchen towels');8;0.0008
('hamburger meat', 'dental care');5;0.0005
('hamburger meat', 'cereals');6;0.0006
('hamburger meat', 'sparkling wine');2;0.0002
('hamburger meat', 'sauces');12;0.0012
('hamburger meat', 'softener');6;0.0006
('hamburger meat', 'jam');1;0.0001
('hamburger meat', 'spices');5;0.0005
('hamburger meat', 'curd cheese');2;0.0002
('hamburger meat', 'liver loaf');0;0.0
('hamburger meat', 'cleaner');3;0.0003
('hamburger meat', 'male cosmetics');2;0.0002
('hamburger meat', 'rum');3;0.0003
('hamburger meat', 'ketchup');4;0.0004
('hamburger meat', 'meat spreads');7;0.0007
('hamburger meat', 'brandy');2;0.0002
('hamburger meat', 'light bulbs');1;0.0001
('hamburger meat', 'tea');4;0.0004
('hamburger meat', 'specialty fat');1;0.0001
('hamburger meat', 'abrasive cleaner');2;0.0002
('hamburger meat', 'skin care');1;0.0001
('hamburger meat', 'nuts/prunes');1;0.0001
('hamburger meat', 'syrup');2;0.0002
('hamburger meat', 'canned fruit');3;0.0003
('hamburger meat', 'artif. sweetener');3;0.0003
('hamburger meat', 'nut snack');2;0.0002
('hamburger meat', 'snack products');1;0.0001
('hamburger meat', 'fish');0;0.0
('hamburger meat', 'potato products');4;0.0004
('hamburger meat', 'bathroom cleaner');3;0.0003
('hamburger meat', 'cookware');2;0.0002
('hamburger meat', 'soap');2;0.0002
('hamburger meat', 'cooking chocolate');1;0.0001
('hamburger meat', 'pudding powder');2;0.0002
('hamburger meat', 'tidbits');1;0.0001
('hamburger meat', 'organic sausage');0;0.0
('hamburger meat', 'cocoa drinks');1;0.0001
('hamburger meat', 'prosecco');0;0.0
('hamburger meat', 'flower soil/fertilizer');0;0.0
('hamburger meat', 'ready soups');0;0.0
('hamburger meat', 'specialty vegetables');2;0.0002
('hamburger meat', 'organic products');2;0.0002
('hamburger meat', 'honey');2;0.0002
('hamburger meat', 'decalcifier');1;0.0001
('hamburger meat', 'cream');2;0.0002
('hamburger meat', 'frozen fruits');0;0.0
('hamburger meat', 'hair spray');0;0.0
('hamburger meat', 'rubbing alcohol');1;0.0001
('hamburger meat', 'liqueur');0;0.0
('hamburger meat', 'whisky');0;0.0
('hamburger meat', 'salad dressing');1;0.0001
('hamburger meat', 'make up remover');0;0.0
('hamburger meat', 'toilet cleaner');2;0.0002
('hamburger meat', 'frozen chicken');1;0.0001
('hamburger meat', 'baby cosmetics');1;0.0001
('hamburger meat', 'bags');0;0.0
('hamburger meat', 'kitchen utensil');0;0.0
('hamburger meat', 'preservation products');0;0.0
('hamburger meat', 'baby food');0;0.0
('hamburger meat', 'sound storage medium');0;0.0
('hygiene articles', 'onions');20;0.002
('hygiene articles', 'specialty chocolate');15;0.0015
('hygiene articles', 'candy');10;0.001
('hygiene articles', 'frozen meals');16;0.0016
('hygiene articles', 'misc. beverages');16;0.0016
('hygiene articles', 'oil');26;0.0026
('hygiene articles', 'butter milk');12;0.0012
('hygiene articles', 'specialty bar');10;0.001
('hygiene articles', 'ham');14;0.0014
('hygiene articles', 'beverages');6;0.0006
('hygiene articles', 'meat');5;0.0005
('hygiene articles', 'ice cream');11;0.0011
('hygiene articles', 'hard cheese');15;0.0015
('hygiene articles', 'sliced cheese');11;0.0011
('hygiene articles', 'cat food');20;0.002
('hygiene articles', 'grapes');11;0.0011
('hygiene articles', 'chewing gum');12;0.0012
('hygiene articles', 'detergent');15;0.0015
('hygiene articles', 'red/blush wine');6;0.0006
('hygiene articles', 'white wine');6;0.0006
('hygiene articles', 'pickled vegetables');13;0.0013
('hygiene articles', 'baking powder');6;0.0006
('hygiene articles', 'semi-finished bread');10;0.001
('hygiene articles', 'dishes');3;0.0003
('hygiene articles', 'flour');16;0.0016
('hygiene articles', 'potted plants');9;0.0009
('hygiene articles', 'soft cheese');9;0.0009
('hygiene articles', 'processed cheese');10;0.001
('hygiene articles', 'herbs');13;0.0013
('hygiene articles', 'pasta');12;0.0012
('hygiene articles', 'canned fish');11;0.0011
('hygiene articles', 'seasonal products');8;0.0008
('hygiene articles', 'cake bar');3;0.0003
('hygiene articles', 'packaged fruit/vegetables');4;0.0004
('hygiene articles', 'mustard');8;0.0008
('hygiene articles', 'frozen fish');9;0.0009
('hygiene articles', 'cling film/bags');10;0.001
('hygiene articles', 'spread cheese');5;0.0005
('hygiene articles', 'liquor');2;0.0002
('hygiene articles', 'salt');7;0.0007
('hygiene articles', 'frozen dessert');8;0.0008
